gene_name,baseMean_CPM,case_mean_CPM,control_mean_CPM,log2FoldChange,pvalue,padj
SPARC,53.93491109653626,107.06796862837236,0.8018535647001609,5.906313391891933,,
MAOA,54.14704499993028,106.64026702266648,1.653822977194082,5.342001925563736,,
MARCHF4,16.632420046016364,32.36275483174504,0.902085260287681,4.132584598970924,,
NECTIN3,9.966316721459336,19.53170666056859,0.40092678235008045,3.873400091580819,,
ALPK2,8.750605334553013,17.250631430137226,0.2505792389688003,3.8672780015052797,,
LINC01234,14.66672403760534,28.180783575954198,1.1526644992564812,3.760823230926623,,
OTOP1,11.090873477837349,21.480125086562055,0.7016218691126408,3.72366767814691,,
UBE2L6,11.02218332404614,21.24251308339212,0.8018535647001609,3.6257661267418575,,
ESM1,11.094763648577008,21.337557884660093,0.851969412493921,3.59233929175341,,
GDA,118.16424617618596,218.8881773201434,17.4403150322285,3.5758348292801565,,
SRGAP1,21.97395959484215,41.39201095220254,2.5559082374817628,3.5755024051424105,,
MAGEB2,5.179941669104566,10.359883338209132,0.0,3.505876113862759,,
CLIC1,4.918568465617638,9.837136931235277,0.0,3.4379117555750285,,
AFF3,11.338859269646374,21.575169887830025,1.1025486514627212,3.4245257557412447,,
TRPS1,5.661649293343867,11.072719347718934,0.2505792389688003,3.271082298591275,,
BIRC3,9.698039724193942,18.343646644718923,1.0524328036689612,3.236452901588051,,
CTHRC1,21.545837813257236,39.63368212874503,3.4579934977694435,3.188209686664413,,
ENSG00000251076,4.232087103584602,8.363942511581683,0.10023169558752011,3.089308707281818,,
IL2RB,10.970350576793459,20.387109871980357,1.5535912816065616,3.0661420021781454,,
NIBAN1,19.718818836008513,35.879412478660065,3.558225193356964,3.016271566552441,,
SH3BGRL,9.682058865356268,18.010989840281013,1.3531278904315216,3.0141820133584254,,
CASC8,12.482866879722684,22.810752304313684,2.1549814551316824,2.9159097732605077,,
ANXA1,25.656981839918917,46.001683813699266,5.3122798661385655,2.8964793652732688,,
CAMK1D,10.861918363847584,19.769318663738527,1.954518063956642,2.8134591647285667,,
UST,6.654012636459011,12.35582416483658,0.952201108081441,2.7742954184995576,,
TLE1,30.478368428930626,53.890402318941085,7.0663345389201675,2.766568767904352,,
RIN2,40.76700436213156,71.71130255668615,9.822706167576971,2.7481183567912684,,
PIP5K1B,14.07055695434255,25.234394736647015,2.906719172038083,2.74743004677206,,
IL1RAPL1,5.652152052405627,10.502450540111091,0.8018535647001609,2.674387578672618,,
ENSG00000258168,2.8526407616190976,5.655165675444435,0.050115847793760056,2.6639260879813693,,
RYR2,3.451857663863479,6.653136088758157,0.2505792389688003,2.613454581833875,,
AR,6.061279352114061,11.120241748352921,1.0023169558752012,2.597676206720836,,
SLC9A2,9.173576417761165,16.442750619359447,1.904402216162882,2.586314398676805,,
ACSL5,12.840161432178435,22.57314030114375,3.107182563213123,2.520922979052183,,
OGFRL1,8.794693936269155,15.63486980858167,1.954518063956642,2.4932158504274016,,
ILDR2,15.386079860957357,26.61254435503263,4.159615366882085,2.4199884046495956,,
DAB2,7.696491827367913,13.638928981954225,1.754054672781602,2.410180901683946,,
PLCXD2,9.446620133467071,16.53779542062742,2.355444846306723,2.3858914572154926,,
AK5,7.650266150313812,13.496361780052263,1.804170520575362,2.37004487884189,,
PDZRN3,17.57169011424172,30.081679601313674,5.061700627169766,2.3582699588958245,,
SGPP2,12.110047840251074,20.862333878320225,3.3577618021819235,2.326788176657931,,
PDGFRB,4.2489445101231285,7.746151303339856,0.7517377169064008,2.319861526257113,,
ARHGAP30,3.0029883050003776,5.655165675444435,0.3508109345563204,2.300648818568052,,
ANO2,2.3562490021220084,4.562150460862736,0.15034754338128015,2.2735729768012005,,
QPRT,39.635580007917866,66.34127128504564,12.929888730790095,2.2733072229525635,,
GABRQ,3.604798654404532,6.558091287490184,0.6515060213188808,2.1942397141024714,,
KRT81,46.53673808442783,76.98628902705869,16.087187141796978,2.1903055792712753,,
SLC16A7,2.1899205999030547,4.229493656424829,0.15034754338128015,2.184601470350387,,
APOL3,2.4538872505497555,4.657195262130711,0.2505792389688003,2.1774904953002587,,
PAPSS2,3.0055817521601504,5.5601208741764605,0.4510426301438405,2.1766324926854135,,
GAS7,4.372937406027641,7.793673703973842,0.952201108081441,2.1713643199081822,,
CX3CL1,3.6298565783014123,6.558091287490184,0.7016218691126408,2.1511114638032147,,
KLRG1,4.013925954112967,7.175882495732013,0.851969412493921,2.1423141909776877,,
FGF13,5.8379313083228785,10.122271335039196,1.5535912816065616,2.1228519019793493,,
GATA6,2.7429118250933366,5.0848968678365924,0.40092678235008045,2.118851253962258,,
GPRC5A,369.8535496203219,600.6356216129598,139.07147762768415,2.1027267749380942,,
TIMP3,46.15224853273725,75.46557220677111,16.83892485870338,2.099781668705694,,
HEPHL1,5.527738980622079,9.552002527431355,1.5034754338128016,2.0755126115808302,,
UNC13D,179.28347163690364,290.4093902742936,68.15755299951367,2.0750886389094396,,
ALPL,3.128277924484778,5.655165675444435,0.6013901735251206,2.05514972276049,,
MYLK,7.256699533564017,12.308301764202593,2.2050973029254424,2.0538864235278593,,
S100A5,4.473169101615161,7.793673703973842,1.1526644992564812,2.0303425135806084,,
HDX,1.664580745769426,3.279045643745092,0.050115847793760056,2.026740574557451,,
