"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006260","DNA replication","2/2","290/18860",0.00689655172413793,65.0344827586207,11.3170560104914,0.000235632663157414,0.0133548811217617,0.000223139200029435,"7150/51750",2
"GO:0006265","DNA topological change","1/2","10/18860",0.1,943,30.6846898473328,0.00106019235115185,0.0133548811217617,0.000223139200029435,"7150",1
"GO:0090657","telomeric loop disassembly","1/2","11/18860",0.0909090909090909,857.272727272727,29.2543740132173,0.0011661806596559,0.0133548811217617,0.000223139200029435,"51750",1
"GO:1904353","regulation of telomere capping","1/2","14/18860",0.0714285714285714,673.571428571429,25.9250349769159,0.00148411184704589,0.0133548811217617,0.000223139200029435,"51750",1
"GO:0001325","formation of extrachromosomal circular DNA","1/2","15/18860",0.0666666666666667,628.666666666667,25.0439677766525,0.00159007766346875,0.0133548811217617,0.000223139200029435,"51750",1
"GO:0090656","t-circle formation","1/2","15/18860",0.0666666666666667,628.666666666667,25.0439677766525,0.00159007766346875,0.0133548811217617,0.000223139200029435,"51750",1
"GO:0090737","telomere maintenance via telomere trimming","1/2","15/18860",0.0666666666666667,628.666666666667,25.0439677766525,0.00159007766346875,0.0133548811217617,0.000223139200029435,"51750",1
"GO:0071103","DNA conformation change","1/2","18/18860",0.0555555555555556,523.888888888889,22.8564447749962,0.00190794137461614,0.0133548811217617,0.000223139200029435,"7150",1
"GO:1904505","regulation of telomere maintenance in response to DNA damage","1/2","19/18860",0.0526315789473684,496.315789473684,22.2450563667193,0.00201388469895825,0.0133548811217617,0.000223139200029435,"51750",1
"GO:0071371","cellular response to gonadotropin stimulus","1/2","20/18860",0.05,471.5,21.6800704316952,0.00211982240027964,0.0133548811217617,0.000223139200029435,"7150",1
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","1/2","26/18860",0.0384615384615385,362.692307692308,19.0055821072886,0.00275533052478494,0.0143791276672183,0.000240252759686188,"51750",1
"GO:0016233","telomere capping","1/2","28/18860",0.0357142857142857,336.785714285714,18.3113144595212,0.00296712158212442,0.0143791276672183,0.000240252759686188,"51750",1
"GO:0034698","response to gonadotropin","1/2","28/18860",0.0357142857142857,336.785714285714,18.3113144595212,0.00296712158212442,0.0143791276672183,0.000240252759686188,"7150",1
"GO:0043247","telomere maintenance in response to DNA damage","1/2","33/18860",0.0303030303030303,285.757575757576,16.8604129778953,0.00349650082261987,0.0157342537017894,0.000262894798693224,"51750",1
"GO:0032205","negative regulation of telomere maintenance","1/2","39/18860",0.0256410256410256,241.794871794872,15.5018918283288,0.00413157035154632,0.0166781029526651,0.000278665045157312,"51750",1
"GO:0033260","nuclear DNA replication","1/2","41/18860",0.024390243902439,230,15.1166532756381,0.00434321521035985,0.0166781029526651,0.000278665045157312,"51750",1
"GO:0009303","rRNA transcription","1/2","43/18860",0.0232558139534884,219.302325581395,14.7585574438751,0.00455483757709274,0.0166781029526651,0.000278665045157312,"7150",1
"GO:0044786","cell cycle DNA replication","1/2","46/18860",0.0217391304347826,205,14.265763692662,0.00487222895453943,0.0166781029526651,0.000278665045157312,"51750",1
"GO:0010332","response to gamma radiation","1/2","53/18860",0.0188679245283019,177.924528301887,13.2828947465294,0.00561261202954089,0.0166781029526651,0.000278665045157312,"7150",1
"GO:1904356","regulation of telomere maintenance via telomere lengthening","1/2","54/18860",0.0185185185185185,174.62962962963,13.1582767153297,0.00571835854817471,0.0166781029526651,0.000278665045157312,"51750",1
"GO:0031100","animal organ regeneration","1/2","55/18860",0.0181818181818182,171.454545454545,13.0370633288527,0.00582409944378781,0.0166781029526651,0.000278665045157312,"7150",1
"GO:0045910","negative regulation of DNA recombination","1/2","55/18860",0.0181818181818182,171.454545454545,13.0370633288527,0.00582409944378781,0.0166781029526651,0.000278665045157312,"51750",1
"GO:0031297","replication fork processing","1/2","59/18860",0.0169491525423729,159.830508474576,12.5833411126165,0.00624700679603851,0.0170145796363962,0.000284287044885483,"51750",1
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","1/2","66/18860",0.0151515151515152,142.878787878788,11.8906703289017,0.00698687817619814,0.0170145796363962,0.000284287044885483,"51750",1
"GO:0032922","circadian regulation of gene expression","1/2","67/18860",0.0149253731343284,140.746268656716,11.8006540185725,0.00709255159556865,0.0170145796363962,0.000284287044885483,"7150",1
"GO:0018105","peptidyl-serine phosphorylation","1/2","72/18860",0.0138888888888889,130.972222222222,11.3789720133061,0.00762083434711736,0.0170145796363962,0.000284287044885483,"7150",1
"GO:0010833","telomere maintenance via telomere lengthening","1/2","73/18860",0.0136986301369863,129.178082191781,11.2998582127058,0.00772647402836601,0.0170145796363962,0.000284287044885483,"51750",1
"GO:0018209","peptidyl-serine modification","1/2","74/18860",0.0135135135135135,127.432432432432,11.2223473489363,0.00783210808659507,0.0170145796363962,0.000284287044885483,"7150",1
"GO:0032206","positive regulation of telomere maintenance","1/2","74/18860",0.0135135135135135,127.432432432432,11.2223473489363,0.00783210808659507,0.0170145796363962,0.000284287044885483,"51750",1
"GO:0010569","regulation of double-strand break repair via homologous recombination","1/2","86/18860",0.0116279069767442,109.651162790698,10.3999609779088,0.0090992781897612,0.0191084841984985,0.000319272918938989,"51750",1
"GO:0051591","response to cAMP","1/2","90/18860",0.0111111111111111,104.777777777778,10.1629548828356,0.0095214882875021,0.019350121358472,0.000323310298387168,"7150",1
"GO:2001251","negative regulation of chromosome organization","1/2","97/18860",0.0103092783505155,97.2164948453608,9.78387221405379,0.0102601394722697,0.0201996495860309,0.000337504587903607,"51750",1
"GO:2001252","positive regulation of chromosome organization","1/2","105/18860",0.00952380952380952,89.8095238095238,9.39771281107511,0.0111039748736469,0.0211984974860532,0.000354193775873904,"51750",1
"GO:0032204","regulation of telomere maintenance","1/2","111/18860",0.00900900900900901,84.954954954955,9.13577258419862,0.0117366152578294,0.0217472576836251,0.000363362701480787,"51750",1
"GO:0046683","response to organophosphorus","1/2","129/18860",0.00775193798449612,73.1007751937985,8.46215195467584,0.0136333218380056,0.0245399793084101,0.000410024716932499,"7150",1
"GO:0051053","negative regulation of DNA metabolic process","1/2","139/18860",0.00719424460431655,67.841726618705,8.14548692136021,0.0146862604930482,0.0251197453086724,0.000419711701063866,"51750",1
"GO:0000018","regulation of DNA recombination","1/2","145/18860",0.00689655172413793,65.0344827586207,7.97130641499377,0.0153177537811019,0.0251197453086724,0.000419711701063866,"51750",1
"GO:0010212","response to ionizing radiation","1/2","145/18860",0.00689655172413793,65.0344827586207,7.97130641499377,0.0153177537811019,0.0251197453086724,0.000419711701063866,"7150",1
"GO:0014074","response to purine-containing compound","1/2","149/18860",0.00671140939597315,63.2885906040268,7.86103358019842,0.0157386368460659,0.0251197453086724,0.000419711701063866,"7150",1
"GO:2000779","regulation of double-strand break repair","1/2","151/18860",0.00662251655629139,62.4503311258278,7.80753475166001,0.0159490446404269,0.0251197453086724,0.000419711701063866,"51750",1
"GO:0000723","telomere maintenance","1/2","166/18860",0.00602409638554217,56.8072289156627,7.43737869844954,0.0175263861630519,0.0269307884944456,0.000449971403415967,"51750",1
"GO:0006261","DNA-templated DNA replication","1/2","171/18860",0.00584795321637427,55.1461988304094,7.32486305001677,0.0180518855195813,0.027063897181344,0.000452195441626466,"51750",1
"GO:0009266","response to temperature stimulus","1/2","175/18860",0.00571428571428571,53.8857142857143,7.23831301746448,0.0184721837904411,0.027063897181344,0.000452195441626466,"7150",1
"GO:0032200","telomere organization","1/2","193/18860",0.00518134715025907,48.860103626943,6.88242579750114,0.020362412651301,0.0281751416098362,0.000470762599997264,"51750",1
"GO:0031099","regeneration","1/2","194/18860",0.00515463917525773,48.6082474226804,6.8641053578379,0.0204673719471006,0.0281751416098362,0.000470762599997264,"7150",1
"GO:0000724","double-strand break repair via homologous recombination","1/2","195/18860",0.00512820512820513,48.3589743589744,6.84592456497469,0.0205723256198804,0.0281751416098362,0.000470762599997264,"51750",1
"GO:0000725","recombinational repair","1/2","201/18860",0.00497512437810945,46.9154228855721,6.73967488801163,0.0212019295731337,0.0284196077256899,0.000474847246878695,"51750",1
"GO:0007623","circadian rhythm","1/2","212/18860",0.00471698113207547,44.4811320754717,6.55660703652725,0.0223556777350385,0.0293418270272381,0.00049025609068067,"7150",1
"GO:0006282","regulation of DNA repair","1/2","236/18860",0.00423728813559322,39.9576271186441,6.20209663679955,0.0248705847834214,0.0319764661501132,0.000534276794488108,"51750",1
"GO:0033044","regulation of chromosome organization","1/2","244/18860",0.00409836065573771,38.6475409836066,6.09557746971563,0.0257081673862917,0.0323922909067275,0.000541224576553509,"51750",1
"GO:0016072","rRNA metabolic process","1/2","270/18860",0.0037037037037037,34.9259259259259,5.78229718937255,0.0284278254706736,0.0351167255814203,0.000586745623749713,"7150",1
"GO:0051054","positive regulation of DNA metabolic process","1/2","283/18860",0.00353356890459364,33.321554770318,5.64188439707029,0.0297862290772338,0.0360871621512641,0.000602960102778013,"51750",1
"GO:0048511","rhythmic process","1/2","302/18860",0.0033112582781457,31.2251655629139,5.4529697330839,0.031769878796361,0.0377641955503913,0.000630980710950565,"7150",1
"GO:0006302","double-strand break repair","1/2","334/18860",0.0029940119760479,28.2335329341317,5.1714567960352,0.0351061741493229,0.0409572031742101,0.000684330880103761,"51750",1
"GO:0071375","cellular response to peptide hormone stimulus","1/2","345/18860",0.00289855072463768,27.3333333333333,5.08370145512064,0.0362516958326168,0.0415246697719065,0.000693812360432857,"7150",1
"GO:0006310","DNA recombination","1/2","358/18860",0.00279329608938547,26.340782122905,4.98515541583493,0.037604616994443,0.0423051941187483,0.000706853702903063,"51750",1
"GO:0010639","negative regulation of organelle organization","1/2","367/18860",0.00272479564032698,25.6948228882834,4.91996230558499,0.0385406980428573,0.042597613626316,0.00071173957604538,"51750",1
"GO:0018193","peptidyl-amino acid modification","1/2","404/18860",0.00247524752475248,23.3415841584158,4.67479281916704,0.0423842460516698,0.0460380603664689,0.000769224066273499,"7150",1
"GO:0007059","chromosome segregation","1/2","434/18860",0.00230414746543779,21.7281105990783,4.4989955228623,0.0454949851937444,0.0485793909695915,0.000811685730486073,"7150",1
